Accident_ID,Year,Month,Month_Name,Accident_Date,Province,District,City / Place,Latitude,Longitude,Road_Type,Vehicle_Type,Accident_Cause,Time_of_Day,Weather_Condition,Number_of_Vehicles_Involved,Injuries,Fatalities,Total_People_Killed,Emergency_Response_Time_Minutes,Victim_Gender,Victim_Age_Group,Road_User_Type
ACC-00005,2025,11,November,2025-11-01,Madhesh,Dhanusha,Aurahi,26.806199,85.898882,Highway,Motorcycle,Drunk Driving,Night,Foggy,4,4,3,3,49,Male,Middle Aged (45-64),Motorcyclist
ACC-00042,2025,11,November,2025-11-01,Karnali,Surkhet,Raniyapur,28.549179,81.640568,Urban Road,Motorcycle,Human Error,Night,Clear,4,3,3,3,25,Male,Adult (25-44),Motorcyclist
ACC-00302,2025,11,November,2025-11-01,Bagmati,Kathmandu,Chabahil,27.718044,85.351285,Urban Road,Motorcycle,Road Condition,Afternoon,Clear,4,6,3,3,17,Male,Middle Aged (45-64),Motorcyclist
ACC-00317,2025,11,November,2025-11-01,Karnali,Surkhet,Lekbeshi,28.55765,81.61626,Hill Road,Car,Landslide,Evening,Rainy,3,1,0,0,65,Male,Young Adult (15-24),Passenger
ACC-00352,2025,11,November,2025-11-01,Gandaki,Kaski,Pokhara,28.225696,84.010335,Hill Road,Motorcycle,Drunk Driving,Afternoon,Foggy,1,3,2,2,37,Female,Child (0-14),Motorcyclist
ACC-00365,2025,11,November,2025-11-01,Sudurpashchim,Kailali,Lamki,28.646169,80.655895,Hill Road,Motorcycle,Overspeeding,Night,Rainy,4,5,0,0,18,Female,Adult (25-44),Motorcyclist
ACC-00366,2025,11,November,2025-11-01,Karnali,Surkhet,Barahatal,28.618013,81.552768,Hill Road,Motorcycle,Flood,Evening,Rainy,2,2,0,0,30,Male,Adult (25-44),Motorcyclist
ACC-00387,2025,11,November,2025-11-01,Gandaki,Kaski,Nadipur,28.230973,83.962461,Urban Road,Tempo,Human Error,Evening,Clear,3,2,1,1,56,Male,Child (0-14),Passenger
ACC-00418,2025,11,November,2025-11-01,Bagmati,Kathmandu,Koteshwor,27.649322,85.367119,Urban Road,Bus,Landslide,Evening,Rainy,4,4,3,3,34,Male,Young Adult (15-24),Driver
ACC-00422,2025,11,November,2025-11-01,Karnali,Surkhet,Latikoili,28.613759,81.678176,Highway,Bus,Weather,Evening,Clear,1,6,3,3,7,Female,Senior (65+),Passenger
ACC-00445,2025,11,November,2025-11-01,Sudurpashchim,Kailali,Janaki,28.597579,80.591972,Hill Road,Motorcycle,Landslide,Afternoon,Rainy,4,3,1,1,37,Female,Young Adult (15-24),Motorcyclist
ACC-00501,2025,11,November,2025-11-01,Sudurpashchim,Kailali,Bhajani,28.507952,80.770015,Highway,Car,Landslide,Afternoon,Rainy,1,3,2,2,42,Male,Middle Aged (45-64),Driver
ACC-00530,2025,11,November,2025-11-01,Lumbini,Rupandehi,Lumbini,27.46213,83.250485,Rural Road,Motorcycle,Human Error,Morning,Foggy,4,2,0,0,30,Female,Senior (65+),Motorcyclist
ACC-00046,2025,12,December,2025-12-01,Madhesh,Dhanusha,Aurahi,26.761555,85.867173,Highway,Motorcycle,Weather,Evening,Clear,3,2,0,0,23,Male,Adult (25-44),Motorcyclist
ACC-00052,2025,12,December,2025-12-01,Sudurpashchim,Kailali,Attariya,28.613578,80.612558,Hill Road,Tempo,Weather,Morning,Rainy,4,5,2,2,62,Female,Young Adult (15-24),Driver
ACC-00116,2025,12,December,2025-12-01,Lumbini,Rupandehi,Marchawari,27.566496,83.329252,Hill Road,Motorcycle,Human Error,Morning,Foggy,1,0,0,0,59,Female,Young Adult (15-24),Motorcyclist
ACC-00130,2025,12,December,2025-12-01,Karnali,Surkhet,Lekbeshi,28.542124,81.602315,Urban Road,Motorcycle,Landslide,Afternoon,Rainy,2,0,0,0,45,Male,Middle Aged (45-64),Motorcyclist
ACC-00213,2025,12,December,2025-12-01,Sudurpashchim,Kailali,Pathariya,28.659037,80.622431,Hill Road,Bus,Road Condition,Afternoon,Foggy,2,3,2,2,64,Male,Young Adult (15-24),Passenger
ACC-00334,2025,12,December,2025-12-01,Sudurpashchim,Kailali,Lamki,28.607931,80.654953,Highway,Motorcycle,Overspeeding,Night,Clear,4,7,1,1,53,Male,Young Adult (15-24),Motorcyclist
ACC-00358,2025,12,December,2025-12-01,Bagmati,Kathmandu,Sankhu,27.716783,85.467758,Rural Road,Motorcycle,Drunk Driving,Afternoon,Clear,3,1,0,0,25,Male,Young Adult (15-24),Motorcyclist
ACC-00429,2025,12,December,2025-12-01,Koshi,Morang,Belbari,26.669883,87.456038,Urban Road,Motorcycle,Weather,Evening,Foggy,4,5,0,0,28,Male,Adult (25-44),Motorcyclist
ACC-00463,2025,12,December,2025-12-01,Lumbini,Rupandehi,Tilottama,27.615252,83.483754,Urban Road,Motorcycle,Flood,Morning,Rainy,2,5,3,3,55,Female,Senior (65+),Motorcyclist
ACC-00470,2025,12,December,2025-12-01,Gandaki,Kaski,Mahendrapul,28.236359,84.018033,Hill Road,Motorcycle,Road Condition,Night,Foggy,3,3,2,2,26,Female,Child (0-14),Motorcyclist
ACC-00484,2025,12,December,2025-12-01,Koshi,Morang,Gramthan,26.518627,87.211508,Urban Road,Motorcycle,Human Error,Evening,Clear,4,6,2,2,10,Male,Young Adult (15-24),Motorcyclist
